,Author,Published Date,Title,Text,Title_without_stopwords,Text_without_stopwords,Language,Site_url,Main_img_url,Type,Label,hasImage
10,Oreilly.com,2022-09-06,Radar Trends to Watch: September 2022,"Its hardly news to talk about the AI developments of the last month. DALL-E is increasingly popular, and being used in production. Google has built a robot that incorporates a large language model so… [+13782 chars]",Radar Trends Watch : September 2022,"Its hardly news talk AI developments last month . DALL-E increasingly popular , used production . Google built robot incorporates large language model so… [ +13782 chars ]",English,https://www.oreilly.com/radar/radar-trends-to-watch-september-2022/,https://www.oreilly.com/radar/wp-content/uploads/sites/3/2022/08/RT_Sept2022-scaled.jpg,Unknown,Unknown,True
11,Gadgets Now,2022-09-05,Elon Musk throws a solution for ailing NASA's Artemis 1 mission - Gadgets Now,"As NASA scrubbed the Artemis 1 uncrewed mission to the Moon once again, Tesla and SpaceX CEO Elon Musk came up with a suggestion for the ailing mission that will finally land astronauts on the lunar … [+1883 chars]",Elon Musk throws solution ailing NASA 's Artemis 1 mission - Gadgets Now,"As NASA scrubbed Artemis 1 uncrewed mission Moon , Tesla SpaceX CEO Elon Musk came suggestion ailing mission finally land astronauts lunar … [ +1883 chars ]",English,https://www.gadgetsnow.com/tech-news/elon-musk-throws-a-solution-for-ailing-nasas-artemis-1-mission/articleshow/94007889.cms,"https://static.toiimg.com/thumb/resizemode-4,msid-94007889,imgsize-123650,width-800/94007889.jpg",Unknown,Unknown,True
12,24/7 Wall St.,2022-09-04,Ford EV Sales Jump,"Overall, the sales data from Ford Motor continues to be positive. In August, U.S. unit sales rose 27.3% to 158,008. The industry continues to face supply chain problems which makes the number particu… [+2520 chars]",Ford EV Sales Jump,"Overall , sales data Ford Motor continues positive . In August , U.S. unit sales rose 27.3 % 158,008 . The industry continues face supply chain problems makes number particu… [ +2520 chars ]",English,https://247wallst.com/autos/2022/09/04/ford-ev-sales-jump/,https://247wallst.com/wp-content/uploads/2022/08/imageForEntry6-Xwr.jpg,Unknown,Unknown,True
13,Firstpost,2022-09-05,People are more interested in buying an Apple car than a Tesla shows poll. Here’s why.,"FP StaffSep 05, 2022 17:22:07 IST
Project Titan or the Apple Car project has been making headlines for years now, even though Apple is, at the very least, at least 3 years away from actually unveili… [+3101 chars]",People interested buying Apple car Tesla shows poll . Here ’ .,"FP StaffSep 05 , 2022 17:22:07 IST Project Titan Apple Car project making headlines years , even though Apple , least , least 3 years away actually unveili… [ +3101 chars ]",English,https://www.firstpost.com/tech/news-analysis/here-is-why-people-are-more-interested-in-buying-an-apple-car-than-a-tesla-according-to-a-poll-11187981.html,https://images.firstpost.com/wp-content/uploads/2022/08/Apple-to-make-the-iPhone-14-series-in-India-two-months-after-Chinese-made-devices-are-released.jpg,Unknown,Unknown,True
14,New York Post,2022-09-06,"Elon Musk pans Amazon’s ‘Lord of the Rings’, escalating feud with Jeff Bezos: ‘Tolkien is turning in his grave’","Elon Musk took a swipe at billionaire rival Jeff Bezos over Amazon’s much-anticipated debut of the The Lord of the Rings: The Rings of Power,” declaring author J.R.R. Tolkien was “turning in his grav… [+3013 chars]","Elon Musk pans Amazon ’ ‘ Lord Rings ’ , escalating feud Jeff Bezos : ‘ Tolkien turning grave ’","Elon Musk took swipe billionaire rival Jeff Bezos Amazon ’ much-anticipated debut The Lord Rings : The Rings Power , ” declaring author J.R.R . Tolkien “ turning grav… [ +3013 chars ]",English,https://nypost.com/2022/09/06/elon-musk-pans-amazons-lord-of-the-rings-escalates-jeff-bezos-feud/,https://nypost.com/wp-content/uploads/sites/2/2022/09/ring-of-power1.jpg?quality=75&strip=all&w=1024,Unknown,Unknown,True
15,Erickimphotography.com,2022-09-04,VLOG: A CRITIQUE ON LIFE IN AMERICA,"A CRITIQUE ON LIFE IN AMERICA
My thoughts:
ESSAY:
My personal critique of living and life in America:
Too many distractions
I feel like when it comes to life in America, 99.9% of the time we are… [+5062 chars]",VLOG : A CRITIQUE ON LIFE IN AMERICA,"A CRITIQUE ON LIFE IN AMERICA My thoughts : ESSAY : My personal critique living life America : Too many distractions I feel like comes life America , 99.9 % time are… [ +5062 chars ]",English,https://erickimphotography.com/blog/2022/09/03/vlog-a-critique-on-life-in-america/,https://erickimphotography.com/blog/wp-content/uploads/2022/09/eric-kim-vlog-critique-life-in-america-1-scaled.jpg,Unknown,Unknown,True
16,Trak.in,2022-09-06,"Elon Musk Determined To Launch 100% Automated, Self-Driving Tesla Across These Countries","On Monday, CEO of Tesla, Elon Musk said that he is aiming that by the end of this year the self-driving technology of the car will be ready and depending on the regulatory approval, it will be releas… [+1517 chars]","Elon Musk Determined To Launch 100 % Automated , Self-Driving Tesla Across These Countries","On Monday , CEO Tesla , Elon Musk said aiming end year self-driving technology car ready depending regulatory approval , releas… [ +1517 chars ]",English,https://trak.in/tags/business/2022/09/06/elon-musk-determined-to-launch-100-automated-self-driving-tesla-across-these-countries/,https://trak.in/wp-content/uploads/2022/09/Untitled-design-14-1-1280x720-2-1024x576.jpeg,Unknown,Unknown,True
17,Yahoo Entertainment,2022-09-05,"Global Ultracapacitors Market Report (2022 to 2027) - Featuring Eaton, Energ2, Panasonic and Tokin Among Others","Global Ultracapacitors Market
Global Ultracapacitors Market
Dublin, Sept. 05, 2022 (GLOBE NEWSWIRE) -- The ""Global Ultracapacitors Market (2022-2027) by Type, Electrode Material, Application, Geogr… [+8362 chars]","Global Ultracapacitors Market Report ( 2022 2027 ) - Featuring Eaton , Energ2 , Panasonic Tokin Among Others","Global Ultracapacitors Market Global Ultracapacitors Market Dublin , Sept. 05 , 2022 ( GLOBE NEWSWIRE ) -- The `` Global Ultracapacitors Market ( 2022-2027 ) Type , Electrode Material , Application , Geogr… [ +8362 chars ]",English,https://finance.yahoo.com/news/global-ultracapacitors-market-report-2022-120800848.html,https://s.yimg.com/uu/api/res/1.2/ScnU4MEC4jqi9m6Pp_ziZw--~B/aD02Njc7dz0xMDAwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/globenewswire.com/122fc5284fb815d7a0eb4cc319716ec2,Unknown,Unknown,True
18,Yahoo Entertainment,2022-09-05,China Autonomous Driving and Cockpit Domain Control Unit Market Report 2022 Featuring 14 Foreign DCU Suppliers,"Dublin, Sept. 05, 2022 (GLOBE NEWSWIRE) -- The ""Autonomous Driving and Cockpit Domain Control Unit (DCU) Industry Report, 2022 (I)"" report has been added to ResearchAndMarkets.com's offering.
There … [+9187 chars]",China Autonomous Driving Cockpit Domain Control Unit Market Report 2022 Featuring 14 Foreign DCU Suppliers,"Dublin , Sept. 05 , 2022 ( GLOBE NEWSWIRE ) -- The `` Autonomous Driving Cockpit Domain Control Unit ( DCU ) Industry Report , 2022 ( I ) '' report added ResearchAndMarkets.com 's offering . There … [ +9187 chars ]",English,https://finance.yahoo.com/news/china-autonomous-driving-cockpit-domain-111300850.html,https://s.yimg.com/uu/api/res/1.2/HP.E8HUfnyGeLtMAKwLgAQ--~B/aD01ODt3PTQ4MDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/globenewswire.com/93d5b27580f67db722dd7c112e43e8bc,Unknown,Unknown,True
19,Investor's Business Daily,2022-09-06,Dow Jones Reverses After Economic Data; Oil Prices Climb On Surprise Production Cut,"The Dow Jones Industrial Average reversed lower Tuesday morning after the release of key economic data, as U.S oil prices rose after a surprise OPEC+ production cut.
XIBD 50 stockShockwave Medical (… [+5961 chars]",Dow Jones Reverses After Economic Data ; Oil Prices Climb On Surprise Production Cut,"The Dow Jones Industrial Average reversed lower Tuesday morning release key economic data , U.S oil prices rose surprise OPEC+ production cut . XIBD 50 stockShockwave Medical ( … [ +5961 chars ]",English,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-rise-ahead-of-economic-data-oil-prices-fall-despite-surprise-production-cut/,https://www.investors.com/wp-content/uploads/2018/07/stock-oil-37-adobe.jpg,Unknown,Unknown,True
20,Fortune,2022-09-06,‘Tolkien is turning in his grave’: Elon Musk stokes Bezos rivalry by bashing Amazon’s beta males in Rings of Power,Elon Musk added himself to the chorus of critics hating on Amazon Studios lavish new action series The Rings of Power that is loosely based on J.R.R. Tolkiens Middle Earth.It cost a reported $1 billi… [+3258 chars],‘ Tolkien turning grave ’ : Elon Musk stokes Bezos rivalry bashing Amazon ’ beta males Rings Power,Elon Musk added chorus critics hating Amazon Studios lavish new action series The Rings Power loosely based J.R.R . Tolkiens Middle Earth.It cost reported $ 1 billi… [ +3258 chars ],English,https://fortune.com/2022/09/06/elon-musk-blasts-rings-of-power-on-twitter-stoking-jeff-bezos-rivalry-tolkien-turning-in-his-grave/,"https://content.fortune.com/wp-content/uploads/2022/09/GettyImages-1242720271-e1662480711150.jpg?resize=1200,600",Unknown,Unknown,True
21,Seeking Alpha,2022-09-06,Tesla and GM are called potential winners from the new electric vehicle legislation,"SouthWorks
Wolfe Research said investors in the automobile sector need to take note of the recent passing of The Inflation Reduction Act, which the firm said stands out as far and away the most cons… [+1265 chars]",Tesla GM called potential winners new electric vehicle legislation,"SouthWorks Wolfe Research said investors automobile sector need take note recent passing The Inflation Reduction Act , firm said stands far away cons… [ +1265 chars ]",English,https://seekingalpha.com/news/3880468-tesla-and-gm-are-called-potential-winners-from-the-new-electric-vehicle-legislation,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1369268936/image_1369268936.jpg?io=getty-c-w750,Unknown,Unknown,True
22,Thedesignfiles.net,2022-09-05,An Ultra-Sustainable Home On An ‘Undevelopable’ Melbourne Site,"It takes someone with exceptional vision to buy a compact triangular site wedged between a train line and laneway, and turn it into an inspiring home of the future.
This is the origin story of Hütt … [+3149 chars]",An Ultra-Sustainable Home On An ‘ Undevelopable ’ Melbourne Site,"It takes someone exceptional vision buy compact triangular site wedged train line laneway , turn inspiring home future . This origin story Hütt … [ +3149 chars ]",English,https://thedesignfiles.net/2022/09/architecture-hutt-01-passive-house/,https://thedesignfiles.net/wp-content/uploads/2022/08/HuttHouse-tdf-THV1-520x684.jpg,Unknown,Unknown,True
23,Next Big Future,2022-09-06,Multi-Fingered Active Grasp Learning,"This is a review of a 2020 academic paper about using learning systems to train robotics arms and hands to grasp objects.
Learning-based approaches to grasp planning are preferred over analytical me… [+3746 chars]",Multi-Fingered Active Grasp Learning,This review 2020 academic paper using learning systems train robotics arms hands grasp objects . Learning-based approaches grasp planning preferred analytical me… [ +3746 chars ],English,https://www.nextbigfuture.com/2022/09/multi-fingered-active-grasp-learning.html,https://nextbigfuture.s3.amazonaws.com/uploads/2022/09/Screen-Shot-2022-09-06-at-10.40.01-AM.jpg,Unknown,Unknown,True
24,Dark Horizons,2022-09-06,Elon Musk Not A “Rings of Power” Fan,"Tesla founder Elon Musk has seemingly reignited his rivalry with Amazon founder Jeff Bezos, this time over Amazon’s costly new series “The Lord of the Rings: The Rings of Power.”
The premiere of the… [+1391 chars]",Elon Musk Not A “ Rings Power ” Fan,"Tesla founder Elon Musk seemingly reignited rivalry Amazon founder Jeff Bezos , time Amazon ’ costly new series “ The Lord Rings : The Rings Power. ” The premiere the… [ +1391 chars ]",English,https://www.darkhorizons.com/elon-musk-not-a-rings-of-power-fan/,https://cdn.darkhorizons.com/wp-content/uploads/2022/09/elon-musk-not-a-rings-of-power-fan.jpg,Unknown,Unknown,True
25,Gizmodo Australia,2022-09-04,"The New Mini EV Cabrio Is a Rare Convertible Electric Car, And Possibly the Cutest EV","The best-selling EV in the world is going with the top down, after all. General Motors joint venture in China, SAIC-GM-Wuling, says the Mini EV Cabrio is going on to production, as Automotive News re… [+2421 chars]","The New Mini EV Cabrio Is Rare Convertible Electric Car , And Possibly Cutest EV","The best-selling EV world going top , . General Motors joint venture China , SAIC-GM-Wuling , says Mini EV Cabrio going production , Automotive News re… [ +2421 chars ]",English,https://www.gizmodo.com.au/2022/09/the-new-mini-ev-cabrio-is-a-rare-convertible-electric-car-and-possibly-the-cutest-ev/,"https://www.gizmodo.com.au/wp-content/uploads/sites/2/2022/09/01/25f4c65c35532fc66ce0cf4ed7c7cc79.jpg?quality=80&resize=1280,720",Unknown,Unknown,True
26,Livemint,2022-09-06,"Mint Explainer: Gigafactories, the building blocks of Ambani's clean-energy play","Smokestacks belching out dark clouds have long been the symbol of factories. But, as the industrial revolution is about to make way for a new ""green industrial revolution"", factories would need to ge… [+6705 chars]","Mint Explainer : Gigafactories , building blocks Ambani 's clean-energy play","Smokestacks belching dark clouds long symbol factories . But , industrial revolution make way new `` green industrial revolution '' , factories would need ge… [ +6705 chars ]",English,https://www.livemint.com/opinion/online-views/mint-explainer-gigafactories-the-building-blocks-of-ambani-s-clean-energy-play-11662443300761.html,https://images.livemint.com/img/2022/09/06/600x338/a052c5cc-c1c8-11e9-ba69-51caec687ef7_1566150165200_1662444692434_1662444692434.jpg,Unknown,Unknown,True
27,Yahoo Entertainment,2022-09-05,Cathie Wood is Loading Up on These 10 Stocks,"In this article, we discuss the 10 stocks that Cathie Wood is loading up on. If you want to read about some more stocks in the Cathie Wood portfolio, go directly to Cathie Wood is Loading Up on These… [+12669 chars]",Cathie Wood Loading Up These 10 Stocks,"In article , discuss 10 stocks Cathie Wood loading . If want read stocks Cathie Wood portfolio , go directly Cathie Wood Loading Up These… [ +12669 chars ]",English,https://finance.yahoo.com/news/cathie-wood-loading-10-stocks-130352667.html,https://s.yimg.com/uu/api/res/1.2/VFIvepRv_dTLck0n.Amj_g--~B/aD02MDA7dz00NzM7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/insidermonkey.com/33ede3b2a4dafa7bc9d5d35b0755b9e1,Unknown,Unknown,True
28,CleanTechnica,2022-09-06,South Africa’s Shoprite Group Now Has 1041 Trailers With Solar-Powered Refrigeration For Its Fleet,"The Shoprite Group, South Africas largest retailer by market capitalization, sales, profit, and number of employees and customers, continues to grow its solar-assisted fleet of trailers. The Group no… [+4150 chars]",South Africa ’ Shoprite Group Now Has 1041 Trailers With Solar-Powered Refrigeration For Its Fleet,"The Shoprite Group , South Africas largest retailer market capitalization , sales , profit , number employees customers , continues grow solar-assisted fleet trailers . The Group no… [ +4150 chars ]",English,https://cleantechnica.com/2022/09/06/south-africas-shoprite-group-now-has-1041-trailers-with-solar-powered-refrigeration-for-its-fleet/,https://cleantechnica.com/files/2022/09/solar-fleet-src-210319-0038.jpg,Unknown,Unknown,True
29,Seeking Alpha,2022-09-05,"Digital Realty: Jim Chanos Will Be Right, Stick To The Preferred Shares","frentusha/iStock via Getty Images
It is no fun to take the opposite of a popular trade. You generally get cat calls from the crowd and almost inevitably you never pick the exact top of the trend. Ta… [+6171 chars]","Digital Realty : Jim Chanos Will Be Right , Stick To The Preferred Shares",frentusha/iStock via Getty Images It fun take opposite popular trade . You generally get cat calls crowd almost inevitably never pick exact top trend . Ta… [ +6171 chars ],English,https://seekingalpha.com/article/4538935-digital-realty-stock-jim-chanos-right-stick-preferred-shares,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/883130172/image_883130172.jpg?io=getty-c-w750,Unknown,Unknown,True
30,Independent,2022-09-06,San Francisco families asked to loan spare rooms to teachers as rents push out public workers,"A San Francisco school district is trying a new approach for teachers struggling with soaring rent prices. 
In an innovative attempt to help its roughly 500 employed educators find affordable housin… [+1937 chars]",San Francisco families asked loan spare rooms teachers rents push public workers,A San Francisco school district trying new approach teachers struggling soaring rent prices . In innovative attempt help roughly 500 employed educators find affordable housin… [ +1937 chars ],English,https://www.independent.co.uk/news/world/americas/milpitas-unified-school-district-san-francisco-rent-b2160982.html,https://static.independent.co.uk/2021/10/23/13/Virus_Outbreak_Schools_32827.jpg?quality=75&width=1200&auto=webp,Unknown,Unknown,True
31,Erickimphotography.com,2022-09-04,VLOG: HOW TO INCREASE YOUR CLOUT,"Real thoughts: 
https://youtu.be/zOHf5igzcu8
PART 3
Clout  to ball up, amass. 
Perhaps clout is actually more important than money. 
1. Dont be disingenuous
The first simple thought is this: do… [+2916 chars]",VLOG : HOW TO INCREASE YOUR CLOUT,"Real thoughts : https : //youtu.be/zOHf5igzcu8 PART 3 Clout ball , amass . Perhaps clout actually important money . 1 . Dont disingenuous The first simple thought : do… [ +2916 chars ]",English,https://erickimphotography.com/blog/2022/09/04/vlog-how-to-increase-your-clout/,https://img.youtube.com/vi/cqvp30auV0Y/0.jpg,Unknown,Unknown,True
32,The Economist,2022-09-04,"Why businesses are still furiously hiring, even as a downturn looms","Should companies be hiring or firing? Demand for workers has roared back over the past two years. But labour supply has not kept pace, and shortages are pervasive. That means many firms need to hire.… [+8970 chars]","Why businesses still furiously hiring , even downturn looms","Should companies hiring firing ? Demand workers roared back past two years . But labour supply kept pace , shortages pervasive . That means many firms need hire.… [ +8970 chars ]",English,https://www.economist.com/business/2022/09/04/why-businesses-are-still-furiously-hiring-even-as-a-downturn-looms,https://www.economist.com/img/b/1280/720/90/media-assets/image/20220903_FNP505.jpg,Unknown,Unknown,True
33,Bleeding Cool News,2022-09-05,"Elon Musk's Twitter Take on Tolkien, LOTR: TROP Begs to Be Mocked","It didn't take long once the cast for Amazon, J.D. Payne &amp; Patrick McKay's The Lord of the Rings: The Rings of Power was announced for the same group of self-hating trolls that go after anything … [+4886 chars]","Elon Musk 's Twitter Take Tolkien , LOTR : TROP Begs Be Mocked","It n't take long cast Amazon , J.D . Payne & amp ; Patrick McKay 's The Lord Rings : The Rings Power announced group self-hating trolls go anything … [ +4886 chars ]",English,https://bleedingcool.com/tv/elon-musks-twitter-take-on-tolkien-lotr-trop-begs-to-be-mocked/,https://bleedingcool.com/wp-content/uploads/2022/09/FotoJet-2022-09-05T175444.014-1200x628.jpg,Unknown,Unknown,True
34,Fortune,2022-09-06,"Apple to reveal its iPhone 14 on Wednesday—here’s what you can expect, including potential farewells to the ‘notch’ and the iPhone Mini",Tim Cook is due to announce a raft of new products and features at the Apple CEOs Far Out Event on Wednesdaybut the jury is out whether he will deliver true meaningful innovations to his legion of de… [+3347 chars],"Apple reveal iPhone 14 Wednesday—here ’ expect , including potential farewells ‘ notch ’ iPhone Mini",Tim Cook due announce raft new products features Apple CEOs Far Out Event Wednesdaybut jury whether deliver true meaningful innovations legion de… [ +3347 chars ],English,https://fortune.com/2022/09/06/apple-iphone-tim-cook-far-out-event-smartphone-watch-airpods-ipad-tablet-car-headset/,"https://content.fortune.com/wp-content/uploads/2022/09/GettyImages-1401381531.jpg?resize=1200,600",Unknown,Unknown,True
35,TechNode,2022-09-06,Li Auto deliveries halve in August while Seres and Zeekr see growth,"Chinese electric vehicle upstarts Li Auto and Xpeng saw declines in August, while Huaweis auto partner Seres and Geelys Zeekr saw strong growth. Among them, Li Auto reported a record decline in Augus… [+3597 chars]",Li Auto deliveries halve August Seres Zeekr see growth,"Chinese electric vehicle upstarts Li Auto Xpeng saw declines August , Huaweis auto partner Seres Geelys Zeekr saw strong growth . Among , Li Auto reported record decline Augus… [ +3597 chars ]",English,http://technode.com/2022/09/06/li-auto-deliveries-halve-in-august-while-seres-and-zeekr-see-growth/,https://technode.com/wp-content/uploads/2022/09/172121709_m1.jpg,Unknown,Unknown,True
36,TheWrap,2022-09-06,Elon Musk Says ‘Tolkien Is Turning in His Grave’ Over Depiction of Male Characters in ‘Rings of Power’,"Elon Musk has added his voice to those who are upset about Amazon’s new “Lord of the Rings” prequel series, “The Rings of Power.” But, where some are complaining about the diverse casting of the show… [+2241 chars]",Elon Musk Says ‘ Tolkien Is Turning His Grave ’ Over Depiction Male Characters ‘ Rings Power ’,"Elon Musk added voice upset Amazon ’ new “ Lord Rings ” prequel series , “ The Rings Power. ” But , complaining diverse casting show… [ +2241 chars ]",English,http://www.thewrap.com/elon-musk-lord-of-the-rings-the-rings-of-power-criticism-male-characters/,https://www.thewrap.com/wp-content/uploads/2022/09/Untitled-design.jpg,Unknown,Unknown,True
37,Grist,2022-09-06,‘Make the clean stuff cheaper’: Did the IRA kill the carbon tax?,"At a press conference during the Paris climate summit in 2015, when leaders from 196 countries had gathered to reach an agreement on how to slow climate change, President Barack Obama proposed a solu… [+13294 chars]",‘ Make clean stuff cheaper ’ : Did IRA kill carbon tax ?,"At press conference Paris climate summit 2015 , leaders 196 countries gathered reach agreement slow climate change , President Barack Obama proposed solu… [ +13294 chars ]",English,http://grist.org/politics/did-biden-inflation-reduction-act-ira-kill-the-carbon-tax/,https://grist.org/wp-content/uploads/2022/09/carbon-tax-to-tax-credits.jpg,Unknown,Unknown,True
