,index,0
296,"('by', 'investingcom')",1
297,"('kong', 'by')",1
298,"('hong', 'kong')",1
299,"('cable', 'hong')",1
300,"('charging', 'cable')",1
301,"('u', 'berlinu')",1
302,"('srpska', 'kompanija')",1
303,"('edan', 'microchip')",1
304,"('kompanija', 'iskoristila')",1
305,"('analyst', 'say')",1
306,"('credit', 'analyst')",1
307,"('because', 'new')",1
308,"('30', 'because')",1
309,"('climb', '30')",1
310,"('could', 'climb')",1
311,"('stock', 'could')",1
312,"('common', 'tesla')",1
313,"('becoming', 'common')",1
314,"('sighting', 'becoming')",1
315,"('semi', 'sighting')",1
316,"('tesla', 'semi')",1
317,"('preowned', 'warranty')",1
318,"('za', 'promociju')",1
319,"('trenutak', 'za')",1
320,"('odlican', 'trenutak')",1
321,"('iskoristila', 'odlican')",1
322,"('2', 'charging')",1
323,"('type', '2')",1
324,"('remove', 'type')",1
325,"('tesla', 'remove')",1
326,"('ev', 'market')",1
327,"('asian', 'ev')",1
328,"('southeast', 'asian')",1
329,"('soon', 'southeast')",1
330,"('are', 'coming')",1
331,"('car', 'are')",1
332,"('tesla', 'car')",1
333,"('mean', 'tesla')",1
334,"('doe', 'mean')",1
335,"('thailand', 'doe')",1
336,"('opening', 'thailand')",1
337,"('16', 'job')",1
338,"('post', '16')",1
339,"('tesla', 'post')",1
340,"('2023', 'inside')",1
341,"('di', '2023')",1
342,"('manusia', 'di')",1
343,"('tesla', 'motor')",1
344,"('motor', 'tsla')",1
345,"('tsla', 'a')",1
346,"('market', 'shift')",1
347,"('uberflugeln', 'tesla')",1
348,"('wieder', 'aktien')",1
349,"('zeiten', 'wieder')",1
350,"('die', 'zeiten')",1
351,"('kommen', 'die')",1
352,"('teslaaktie', 'kommen')",1
353,"('shift', 'teslaaktie')",1
354,"('day', 'market')",1
355,"('a', 'look')",1
356,"('postlabor', 'day')",1
357,"('await', 'postlabor')",1
358,"('investor', 'await')",1
359,"('a', 'investor')",1
360,"('stock', 'a')",1
361,"('at', 'tesla')",1
362,"('look', 'at')",1
363,"('de', 'euro')",1
