,index,0
317,"('finally', 'compiled', 'summary')",1
318,"('i', 'finally', 'compiled')",1
319,"('finish', 'i', 'finally')",1
320,"('month', 'finish', 'i')",1
321,"('a', 'month', 'finish')",1
322,"('introduction', 'a', 'month')",1
323,"('image', 'introduction', 'a')",1
324,"('getty', 'image', 'introduction')",1
325,"('razvanistock', 'editorial', 'via')",1
326,"('char', 'razvanistock', 'editorial')",1
327,"('5583', 'char', 'razvanistock')",1
328,"('acqui', '5583', 'char')",1
329,"('potential', 'acqui', '5583')",1
330,"('msft', 'potential', 'acqui')",1
331,"('controller', 'resear', '6291')",1
332,"('edrive40', 'ownership', 'took')",1
333,"('offering', 'domain', 'controller')",1
334,"('musk', 's', 'battery')",1
335,"('char', 'inside', 'tesla')",1
336,"('inside', 'tesla', 's')",1
337,"('tesla', 's', 'drive')",1
338,"('s', 'drive', 'keep')",1
339,"('drive', 'keep', 'musk')",1
340,"('keep', 'musk', 's')",1
341,"('s', 'battery', 'promise')",1
342,"('interesting', 'thing', 'going')",1
343,"('battery', 'promise', 'the')",1
344,"('promise', 'the', 'secret')",1
345,"('good', 'news', '7809')",1
346,"('news', '7809', 'char')",1
347,"('7809', 'char', 'there')",1
348,"('char', 'there', 'interesting')",1
349,"('6003', 'char', 'inside')",1
350,"('biggest', '6003', 'char')",1
351,"('undergo', 'biggest', '6003')",1
352,"('1697', 'char', 'amid')",1
353,"('h', '1697', 'char')",1
354,"('musk', 'h', '1697')",1
355,"('elon', 'musk', 'h')",1
356,"('seen', 'elon', 'musk')",1
357,"('movie', 'seen', 'elon')",1
358,"('worst', 'movie', 'seen')",1
359,"('one', 'worst', 'movie')",1
360,"('declared', 'one', 'worst')",1
361,"('personality', 'declared', 'one')",1
362,"('medium', 'personality', 'declared')",1
363,"('social', 'medium', 'personality')",1
364,"('boxer', 'social', 'medium')",1
365,"('nope', 'boxer', 'social')",1
366,"('there', 'interesting', 'thing')",1
367,"('thing', 'going', 'along')",1
368,"('jordan', 'peele', 'nope')",1
369,"('soon', 'i', '5454')",1
370,"('ikea', 'next', 'nike')",1
371,"('next', 'nike', 'van')",1
372,"('nike', 'van', 'oxford')",1
373,"('van', 'oxford', 'street')",1
374,"('oxford', 'street', 'soon')",1
375,"('street', 'soon', 'i')",1
376,"('i', '5454', 'char')",1
377,"('going', 'along', 'high')",1
378,"('5454', 'char', 'coward_lionistock')",1
379,"('char', 'coward_lionistock', 'editorial')",1
380,"('coward_lionistock', 'editorial', 'via')",1
381,"('getty', 'image', 'manchester')",1
382,"('image', 'manchester', 'united')",1
383,"('manchester', 'united', 'nyse')",1
384,"('new', 'ikea', 'next')",1
385,"('or', 'new', 'ikea')",1
386,"('odd', 'or', 'new')",1
387,"('shop', 'odd', 'or')",1
388,"('coffee', 'shop', 'odd')",1
389,"('local', 'coffee', 'shop')",1
390,"('next', 'local', 'coffee')",1
391,"('q', 'next', 'local')",1
392,"('amp', 'q', 'next')",1
393,"('b', 'amp', 'q')",1
394,"('see', 'b', 'amp')",1
395,"('might', 'see', 'b')",1
396,"('you', 'might', 'see')",1
397,"('moment', 'you', 'might')",1
398,"('street', 'moment', 'you')",1
399,"('high', 'street', 'moment')",1
400,"('along', 'high', 'street')",1
401,"('peele', 'nope', 'boxer')",1
402,"('review', 'jordan', 'peele')",1
403,"('s', 'offering', 'domain')",1
404,"('rock', 'invited', 'open')",1
405,"('elon', 'musk', 'sunday')",1
406,"('musk', 'sunday', 'revealed')",1
407,"('sunday', 'revealed', 'comedian')",1
408,"('revealed', 'comedian', 'chris')",1
409,"('comedian', 'chris', 'rock')",1
410,"('chris', 'rock', 'invited')",1
411,"('invited', 'open', 'one')",1
412,"('1676', 'char', 'a')",1
413,"('open', 'one', 'forthcoming')",1
414,"('one', 'forthcoming', 'show')",1
415,"('forthcoming', 'show', 'the')",1
416,"('show', 'the', 'news')",1
417,"('the', 'news', 'emerged')",1
418,"('news', 'emerged', '1676')",1
419,"('announcement', 'tesla', 'ceo')",1
420,"('s', 'announcement', 'tesla')",1
421,"('musk', 's', 'announcement')",1
422,"('mr', 'musk', 's')",1
423,"('react', 'mr', 'musk')",1
424,"('quick', 'react', 'mr')",1
425,"('user', 'quick', 'react')",1
426,"('internet', 'user', 'quick')",1
427,"('char', 'internet', 'user')",1
428,"('6027', 'char', 'internet')",1
429,"('out', '6027', 'char')",1
430,"('work', 'out', '6027')",1
431,"('body', 'work', 'out')",1
432,"('entire', 'body', 'work')",1
433,"('dive', 'entire', 'body')",1
434,"('deeper', 'dive', 'entire')",1
435,"('taking', 'deeper', 'dive')",1
436,"('emerged', '1676', 'char')",1
437,"('char', 'a', 'twitterelon')",1
438,"('twitter', 'review', 'jordan')",1
439,"('4911', 'char', 'getty')",1
440,"('around', '30', 'billion')",1
441,"('30', 'billion', 'the')",1
442,"('billion', 'the', 'battle')",1
443,"('the', 'battle', 't')",1
444,"('battle', 't', '4911')",1
445,"('t', '4911', 'char')",1
446,"('char', 'getty', 'image')",1
447,"('a', 'twitterelon', 'musk')",1
448,"('getty', 'image', 'seemingly')",1
449,"('image', 'seemingly', 'inspired')",1
450,"('seemingly', 'inspired', 'logan')",1
451,"('inspired', 'logan', 'paul')",1
452,"('logan', 'paul', 'twitter')",1
453,"('paul', 'twitter', 'review')",1
454,"('valuing', 'around', '30')",1
455,"('38', 'valuing', 'around')",1
456,"('around', '38', 'valuing')",1
457,"('price', 'around', '38')",1
458,"('share', 'price', 'around')",1
459,"('started', 'share', 'price')",1
460,"('back', 'started', 'share')",1
461,"('company', 'back', 'started')",1
462,"('medium', 'company', 'back')",1
463,"('social', 'medium', 'company')",1
464,"('month', 'social', 'medium')",1
465,"('next', 'month', 'social')",1
466,"('court', 'next', 'month')",1
467,"('head', 'court', 'next')",1
468,"('battle', 'head', 'court')",1
469,"('musk', 'battle', 'head')",1
470,"('twitterelon', 'musk', 'battle')",1
471,"('united', 'nyse', 'manu')",1
472,"('nyse', 'manu', 'rose')",1
473,"('manu', 'rose', '17')",1
474,"('add', 'stipend', 'company')",1
475,"('char', 'business', 'owner')",1
476,"('business', 'owner', 'angela')",1
477,"('owner', 'angela', 'wilson')",1
478,"('angela', 'wilson', 'hope')",1
479,"('wilson', 'hope', 'add')",1
480,"('hope', 'add', 'stipend')",1
481,"('stipend', 'company', 'employee')",1
482,"('call', 'benefit', 'addition')",1
483,"('company', 'employee', 'benefit')",1
484,"('employee', 'benefit', 'pay')",1
485,"('benefit', 'pay', 'outofstate')",1
486,"('pay', 'outofstate', 'abortion')",1
487,"('outofstate', 'abortion', 'she')",1
488,"('abortion', 'she', 'call')",1
489,"('2370', 'char', 'business')",1
490,"('of', '2370', 'char')",1
491,"('enough', 'of', '2370')",1
492,"('see', 'enough', 'of')",1
493,"('i', 'see', 'enough')",1
494,"('please', 'i', 'see')",1
495,"('twitter', 'please', 'i')",1
496,"('musk', 'twitter', 'please')",1
497,"('replying', 'musk', 'twitter')",1
498,"('zhao', 'replying', 'musk')",1
499,"('changpeng', 'zhao', 'replying')",1
500,"('bos', 'changpeng', 'zhao')",1
501,"('binance', 'bos', 'changpeng')",1
502,"('account', 'binance', 'bos')",1
503,"('fake', 'account', 'binance')",1
504,"('various', 'fake', 'account')",1
505,"('screenshot', 'various', 'fake')",1
506,"('she', 'call', 'benefit')",1
507,"('benefit', 'addition', 'familyfriendly')",1
508,"('rose', '17', 'premarket')",1
509,"('soccer', 'game', 'hard')",1
510,"('est', 'rt', '250')",1
511,"('rt', '250', 'mi')",1
512,"('250', 'mi', 'destination')",1
513,"('mi', 'destination', 'son')",1
514,"('destination', 'son', 'soccer')",1
515,"('son', 'soccer', 'game')",1
516,"('game', 'hard', 'arrival')",1
517,"('addition', 'familyfriendly', 'core')",1
518,"('hard', 'arrival', 'time')",1
519,"('arrival', 'time', 'budgeted')",1
520,"('time', 'budgeted', '4038')",1
521,"('budgeted', '4038', 'char')",1
522,"('4038', 'char', 'dublin')",1
523,"('wire', 'the', 'autonomous')",1
524,"('tucson', 'est', 'rt')",1
525,"('metro', 'tucson', 'est')",1
526,"('phx', 'metro', 'tucson')",1
527,"('trip', 'phx', 'metro')",1
528,"('short', 'trip', 'phx')",1
529,"('i4', 'short', 'trip')",1
530,"('took', 'i4', 'short')",1
531,"('ownership', 'took', 'i4')",1
532,"('covid', 'outbreakthe', 'death')",1
533,"('week', 'edrive40', 'ownership')",1
534,"('after', 'week', 'edrive40')",1
535,"('char', 'after', 'week')",1
536,"('11374', 'char', 'after')",1
537,"('com', '11374', 'char')",1
538,"('value', 'com', '11374')",1
539,"('core', 'value', 'com')",1
540,"('familyfriendly', 'core', 'value')",1
541,"('sharing', 'screenshot', 'various')",1
542,"('bot', 'sharing', 'screenshot')",1
543,"('comment', 'bot', 'sharing')",1
544,"('market', 'valued', 'usd')",1
545,"('consulting', 'pvt', 'ltd')",1
546,"('pvt', 'ltd', 'global')",1
547,"('ltd', 'global', 'solar')",1
548,"('global', 'solar', 'power')",1
549,"('solar', 'power', 'market')",1
550,"('power', 'market', 'valued')",1
551,"('valued', 'usd', '1849')",1
552,"('90', 'comment', 'bot')",1
553,"('usd', '1849', 'billion')",1
554,"('1849', 'billion', '2021')",1
555,"('billion', '2021', 'anticipated')",1
556,"('2021', 'anticipated', 'reach')",1
557,"('anticipated', 'reach', 'usd')",1
558,"('reach', 'usd', '29886')",1
559,"('technology', 'consulting', 'pvt')",1
560,"('skyquest', 'technology', 'consulting')",1
561,"('char', 'skyquest', 'technology')",1
562,"('1014', 'char', 'skyquest')",1
563,"('pote', '1014', 'char')",1
564,"('billion', 'pote', '1014')",1
565,"('432', 'billion', 'pote')",1
566,"('billion', '432', 'billion')",1
567,"('375', 'billion', '432')",1
568,"('looking', '375', 'billion')",1
569,"('family', 'looking', '375')",1
570,"('glazer', 'family', 'looking')",1
571,"('report', 'glazer', 'family')",1
572,"('amid', 'report', 'glazer')",1
573,"('trading', 'amid', 'report')",1
574,"('premarket', 'trading', 'amid')",1
575,"('17', 'premarket', 'trading')",1
576,"('usd', '29886', 'billion')",1
577,"('29886', 'billion', '2028')",1
578,"('billion', '2028', 'cagr')",1
579,"('source', 'cheap', 'reliable')",1
580,"('yesterday', '90', 'comment')",1
581,"('said', 'yesterday', '90')",1
582,"('musk', 'said', 'yesterday')",1
583,"('char', 'tesla', 'ceo')",1
584,"('1871', 'char', 'tesla')",1
585,"('2', '1871', 'char')",1
586,"('delta', '2', '1871')",1
587,"('ecoflow', 'delta', '2')",1
588,"('the', 'ecoflow', 'delta')",1
589,"('household', 'the', 'ecoflow')",1
590,"('regular', 'household', 'the')",1
591,"('power', 'regular', 'household')",1
592,"('reliable', 'power', 'regular')",1
593,"('cheap', 'reliable', 'power')",1
594,"('provide', 'source', 'cheap')",1
595,"('2028', 'cagr', '71')",1
596,"('camping', 'provide', 'source')",1
597,"('useful', 'camping', 'provide')",1
598,"('station', 'useful', 'camping')",1
599,"('power', 'station', 'useful')",1
600,"('portable', 'power', 'station')",1
601,"('energy', 'portable', 'power')",1
602,"('cost', 'energy', 'portable')",1
603,"('soaring', 'cost', 'energy')",1
604,"('with', 'soaring', 'cost')",1
605,"('char', 'with', 'soaring')",1
606,"('6836', 'char', 'with')",1
607,"('fo', '6836', 'char')",1
608,"('71', 'fo', '6836')",1
609,"('cagr', '71', 'fo')",1
610,"('fire', 'covid', 'outbreakthe')",1
611,"('history', 't', '2237')",1
612,"('outbreakthe', 'death', 'toll')",1
613,"('dont', 'disingenuous', 'everyone')",1
614,"('kong', 'tech', '2747')",1
615,"('tech', '2747', 'char')",1
616,"('2747', 'char', 'clout')",1
617,"('char', 'clout', 'ball')",1
618,"('simple', 'thought', 'dont')",1
619,"('thought', 'dont', 'disingenuous')",1
620,"('disingenuous', 'everyone', 'honest')",1
621,"('s', '5795', 'char')",1
622,"('everyone', 'honest', 'different')",1
623,"('honest', 'different', 'way')",1
624,"('different', 'way', '8319')",1
625,"('way', '8319', 'char')",1
626,"('8319', 'char', 'amid')",1
627,"('undergo', 'biggest', 's')",1
628,"('hong', 'kong', 'tech')",1
629,"('the', 'hong', 'kong')",1
630,"('time', 'the', 'hong')",1
631,"('bitcoin', 'time', 'the')",1
632,"('purchased', 'bitcoin', 'time')",1
633,"('investor', 'purchased', 'bitcoin')",1
634,"('several', 'investor', 'purchased')",1
635,"('result', 'several', 'investor')",1
636,"('a', 'result', 'several')",1
637,"('expectation', 'a', 'result')",1
638,"('many', 'expectation', 'a')",1
639,"('exceeded', 'many', 'expectation')",1
640,"('time', 'exceeded', 'many')",1
641,"('first', 'time', 'exceeded')",1
642,"('mark', 'first', 'time')",1
643,"('50000', 'mark', 'first')",1
644,"('hit', '50000', 'mark')",1
645,"('biggest', 's', '5795')",1
646,"('5795', 'char', 'every')",1
647,"('year', 'bitcoin', 'hit')",1
648,"('musk', 'monday', 'embarked')",1
649,"('act', 'positive', 'affirmation')",1
650,"('positive', 'affirmation', 'can')",1
651,"('affirmation', 'can', '5858')",1
652,"('can', '5858', 'char')",1
653,"('5858', 'char', 'elon')",1
654,"('elon', 'musk', 'monday')",1
655,"('monday', 'embarked', 'wild')",1
656,"('char', 'every', 'thought')",1
657,"('embarked', 'wild', 'rant')",1
658,"('wild', 'rant', 'the')",1
659,"('rant', 'the', 'lord')",1
660,"('ring', 'power', 'atttempt')",1
661,"('power', 'atttempt', 'criticise')",1
662,"('atttempt', 'criticise', 'series')",1
663,"('feel', 'act', 'positive')",1
664,"('think', 'feel', 'act')",1
665,"('improve', 'think', 'feel')",1
666,"('mind', 'improve', 'think')",1
667,"('subconscious', 'mind', 'improve')",1
668,"('reprogram', 'subconscious', 'mind')",1
669,"('affirmation', 'reprogram', 'subconscious')",1
670,"('positive', 'affirmation', 'reprogram')",1
671,"('use', 'positive', 'affirmation')",1
672,"('you', 'use', 'positive')",1
673,"('hay', 'you', 'use')",1
674,"('louise', 'hay', 'you')",1
675,"('future', 'louise', 'hay')",1
676,"('creating', 'future', 'louise')",1
677,"('think', 'creating', 'future')",1
678,"('thought', 'think', 'creating')",1
679,"('every', 'thought', 'think')",1
680,"('bitcoin', 'hit', '50000')",1
681,"('last', 'year', 'bitcoin')",1
682,"('see', 'exponential', 'growth')",1
683,"('or', 'ford', 'vice')",1
684,"('char', 'ford', 'ambitious')",1
685,"('ford', 'ambitious', 'plan')",1
686,"('ambitious', 'plan', 'electric')",1
687,"('plan', 'electric', 'vehicle')",1
688,"('vehicle', 'market', 'or')",1
689,"('market', 'or', 'ford')",1
690,"('ford', 'vice', 'president')",1
691,"('revive', 'near', '120yearold')",1
692,"('vice', 'president', 'sustainability')",1
693,"('president', 'sustainability', 'bob')",1
694,"('sustainability', 'bob', 'holycross')",1
695,"('bob', 'holycross', 'explains')",1
696,"('holycross', 'explains', 'ev')",1
697,"('explains', 'ev', 'revive')",1
698,"('3791', 'char', 'ford')",1
699,"('embe', '3791', 'char')",1
700,"('ember', 'embe', '3791')",1
701,"('tank', 'ember', 'embe')",1
702,"('think', 'tank', 'ember')",1
703,"('energy', 'think', 'tank')",1
704,"('independent', 'energy', 'think')",1
705,"('according', 'independent', 'energy')",1
706,"('power', 'according', 'independent')",1
