,author,title,description,url,urlToImage,publishedAt,content,status,totalResults,id,name
81,Jimmy Song,"After 21 Bitcoin Songsheets, A Call To Bitcoiners: Fiat Delenda Est","To end the contagion of rent-seeking, ubiquitous politics and lack of truth, we must destroy the fiat system.",https://bitcoinmagazine.com/culture/21-bitcoin-songsheets-fiat-delenda-est,https://bitcoinmagazine.com/.image/t_share/MTg1NjcyNDk1MTgzOTYzNzc2/why-libertarians-should-prioritize-the-bitcoin-strategy-above-all-others.png,2022-09-05T14:30:00Z,"This is an opinion editorial by Jimmy Song, a Bitcoin developer, educator and entrepreneur and programmer with over 20 years of experience.
I’ve been saying this phrase for about 2.5 years now and h… [+10722 chars]",ok,326,,Bitcoin Magazine
82,,TD Ameritrade Investor Movement Index: IMX Rises Amidst Mixed Economic Data in August,"OMAHA, Neb.--(BUSINESS WIRE)--The Investor Movement Index® (IMXSM) increased to 4.82 in August, up from 4.68 in July. The IMX is TD Ameritrade’s proprietary, behavior-based index, aggregating Main Street investor positions and activity to measure what investo…",https://www.businesswire.com/news/home/20220906005235/en/TD-Ameritrade-Investor-Movement-Index-IMX-Rises-Amidst-Mixed-Economic-Data-in-August,https://mms.businesswire.com/media/20220906005235/en/1304681/23/td_ameritrade_logo.jpg,2022-09-06T16:38:36Z,"OMAHA, Neb.--(BUSINESS WIRE)--The Investor Movement Index® (IMXSM) increased to 4.82 in August, up from 4.68 in July. The IMX is TD Ameritrades proprietary, behavior-based index, aggregating Main Str… [+6537 chars]",ok,326,,Business Wire
83,"James Ledbetter, James Ledbetter",“Technology Is the Only Thing That Can Potentially Save Us”: A Conversation with Brad DeLong,"The economist and historian J. Bradford DeLong discusses the development of technology, globalization, and climate change.",https://observer.com/2022/09/technology-is-the-only-thing-that-can-potentially-save-us-a-conversation-with-brad-delong/,https://observer.com/wp-content/uploads/sites/2/2022/09/DeLong_Slouching_Towards_300dpi.jpg?quality=80&strip,2022-09-06T19:12:09Z,"J. Bradford DeLong is an economist who teaches at the University of California Berkeley, and served in the Treasury Department under President Bill Clinton. He is the author of multiple books, includ… [+10047 chars]",ok,326,,Observer
84,Michelle Lewis,Five of Asia’s biggest economies are forecast to see dramatic solar growth,"Five of Asia’s biggest economies are expected to see exponential growth of solar, positioning the region to become a global hub of solar power, according to independent energy think tank Ember.
 more…
The post Five of Asia’s biggest economies are forecast to …",https://electrek.co/2022/09/05/asia-solar-growth/,https://i0.wp.com/electrek.co/wp-content/uploads/sites/3/2022/01/shendong-floating-solar-china.jpg?resize=1200%2C628&quality=82&strip=all&ssl=1,2022-09-05T23:53:26Z,"Five of Asia’s biggest economies are expected to see exponential growth of solar, positioning the region to become a global hub of solar power, according to independent energy think tank Ember.
Embe… [+3791 chars]",ok,326,,Electrek
85,Peter Johnson,"Will EVs be Ford’s ‘revival’? The automaker’s CEO, Chairman, and VP of sustainability believe so","Ford has ambitious plans for the electric vehicle market. Or, as Ford’s vice president of sustainability, Bob Holycross, explains, EVs will revive the near 120-year-old automaker. The American automaker is in the midst of a complete brand overhaul, and its st…",https://electrek.co/2022/09/05/will-electric-vehicles-revive-fords-legacy/,https://i0.wp.com/electrek.co/wp-content/uploads/sites/3/2022/09/Ford-EV-revive.jpeg?resize=1200%2C628&quality=82&strip=all&ssl=1,2022-09-05T16:36:23Z,"Ford has ambitious plans for the electric vehicle market. Or, as Ford’s vice president of sustainability, Bob Holycross, explains, EVs will revive the near 120-year-old automaker. 
The American auto… [+4368 chars]",ok,326,,Electrek
86,Ilaria Grasso Macola,Porsche: IPO key to Volkswagen’s electrification strategy,"Porsche’s IPO is key to funding Volkswagen’s €52bn electrification strategy, Volkswagen executives said ahead of today’s board meeting.  In an internal interview published on Monday, the group’s chief operating officer Arno Antlitz said the proceedings “would…",https://www.cityam.com/porsche-ipo-key-to-volkswagens-electrification-strategy/,https://www.cityam.com/wp-content/uploads/2022/09/GettyImages-649709380.jpg,2022-09-05T13:40:12Z,"Monday 05 September 2022 2:40 pm
PO is key to funding Volkswagens 52bn electrification strategy.(Photo by Harold Cunningham/Getty Images)
Porsches IPO is key to funding Volkswagens 52bn electrifica… [+1658 chars]",ok,326,,City A.M.
87,Denis,Meitu Loses More Than $43M In Crypto Investment Amid Bear Market,"During the crypto bull run last year, Bitcoin hit the $50,000 mark for the first time and exceeded many expectations. As a result, several investors purchased bitcoin at that time. The Hong Kong Tech giant Meitu was one of the companies that acquired bitcoin …",https://www.newsbtc.com/crypto/meitu-loses-more-than-43m-in-crypto-investment-amid-bear-market/,https://www.newsbtc.com/wp-content/uploads/2022/09/throughts-g2668a1f43_1280.jpg,2022-09-05T19:52:24Z,"During the crypto bull run last year, Bitcoin hit the $50,000 mark for the first time and exceeded many expectations. As a result, several investors purchased bitcoin at that time. The Hong Kong Tech… [+2747 chars]",ok,326,,newsBTC
88,ERIC KIM,How to Build More Clout,"Clout — to ball up, amass. Perhaps clout is actually more important than money. 1. Don’t be disingenuous The first simple thought is this: don’t be disingenuous. Everyone is honest in different ways; just stick to your own gut in terms of what feels right, an…",https://erickimphotography.com/blog/2022/09/05/how-to-build-more-clout/,https://i0.wp.com/erickimphotography.com/blog/wp-content/uploads/2022/09/HOW-TO-INCREASE-YOUR-CLOUT-ALL-m4a-image.jpg?fit=960%2C540&ssl=1,2022-09-05T05:44:30Z,"Clout to ball up, amass.
Perhaps clout is actually more important than money.
1. Dont be disingenuous
The first simple thought is this: dont be disingenuous. Everyone is honest in different ways; … [+8319 chars]",ok,326,,Erickimphotography.com
89,"John Quiggin, The Conversation",World's Second-Biggest Cryptocurrency to Make Radical Technological Shift,"Amid the continuous noise about cryptocurrencies, it's often hard to pick out what really matters.",https://www.sciencealert.com/worlds-second-biggest-cryptocurrency-to-make-radical-technological-shift,https://www.sciencealert.com/images/2022/09/EthereumLogoInCage.jpg,2022-09-06T02:42:27Z,"Amid the continuous noise about cryptocurrencies, it's often hard to pick out what really matters. However this month, if all goes to plan, the energy-hungry digital sector will undergo its biggest s… [+5795 chars]",ok,326,,ScienceAlert
90,JD,3 Ways How You Can Practice Your Positive Affirmations Better,"“Every thought we think is creating our future.” — Louise Hay You can use positive affirmations to reprogram your subconscious mind to improve how you think, feel, and act. Positive affirmations can help you break out of negative thought patterns and find you…",https://sourcesofinsight.com/better-positive-affirmations/,https://sourcesofinsight.com/wp-content/uploads/2022/09/Better-Affirmations_thumb.jpg,2022-09-05T23:41:56Z,"Every thought we think is creating our future.” — Louise Hay
You can use positive affirmations to reprogram your subconscious mind to improve how you think, feel, and act.
Positive affirmations can… [+5858 chars]",ok,326,,Sourcesofinsight.com
91,,Elon Musk Goes on Wild Rant Against The Lord of the Rings: Rings of Power Amid Feud with Jeff Bezos,"Elon Musk went on a wild rant against the recently released The Lord of the Rings: The Rings of Power. The series which drew 25 million global viewers, within the first 24 hours, making it the biggest premiere on Amazon Prime Video was criticised by the Tesla…",https://gadgets360.com/entertainment/news/lord-rings-power-elon-musk-wild-rant-twitter-misogynistic-comments-feud-jeff-bezos-amazon-prime-video-3321670,https://i.gadgets360cdn.com/large/rings_of_power_trailer_1661323126383.jpg,2022-09-06T16:13:02Z,"Elon Musk on Monday embarked on a wild rant against The Lord of the Rings: The Rings of Power, in an atttempt to criticise the series that recently made its debut on Amazon Prime Video. The Tesla CEO… [+1721 chars]",ok,326,,Gadgets360.com
92,Mike Wacker,Repeal Section 230 for Child Porn | Opinion,"The only option left is to the change the legal incentive structure for Big Tech, so Congress must target Section 230.",https://www.newsweek.com/repeal-section-230-child-porn-opinion-1739141,https://d.newsweek.com/en/full/2108662/twitter-building-san-francisco.jpg,2022-09-06T10:30:01Z,"In a previous era, the American tech industry was the golden child who could do no wrong. If it had to face down a serious problem like child pornography, you could find tech talks showcasing the inn… [+5069 chars]",ok,326,newsweek,Newsweek
93,Ryan Smith,Elon Musk Blasts How Men Are Portrayed in New 'Lord of the Rings' Series,"""Almost every male character so far is a coward, a jerk or both,"" Musk tweeted of ""The Lord of the Rings: Rings of Power.""",https://www.newsweek.com/elon-musk-blasts-how-men-are-portrayed-new-lord-rings-rings-power-series-1740096,https://d.newsweek.com/en/full/2110376/elon-musk-slams-lord-rings.jpg,2022-09-06T09:28:42Z,"Elon Musk has criticized new fantasy series The Lord of the Rings: Rings of Power, stating on Twitter that late author J.R.R. Tolkien is ""turning in his grave.""
The critically acclaimed show, which … [+4128 chars]",ok,326,newsweek,Newsweek
94,ET Online,Here's Elon Musk's raw review of Amazon's 'The Rings of Power'! Tesla chief says Tolkien is turning in his grave,"The TV series, which started streaming from September 2, is said to be a personal obsession of Jeff Bezos.",https://economictimes.indiatimes.com/magazines/panache/heres-elon-musks-raw-review-of-amazons-the-rings-of-power-tesla-chief-says-tolkien-is-turning-in-his-grave/articleshow/94020712.cms,"https://img.etimg.com/thumb/msid-94021083,width-1070,height-580,imgsize-68904,overlay-etpanache/photo.jpg",2022-09-06T06:28:12Z,"Apart from being a billionaire, SpaceX boss and Tesla chief, Elon Musk is also a very popular personality on Twitter where he shares his opinions - mostly memes - unfiltered. 
So how could the socia… [+2136 chars]",ok,326,the-times-of-india,The Times of India
95,"John Quiggin, Professor, School of Economics, The University of Queensland",The most important cryptocurrency event in years is about to begin – and the biggest windfall goes to the planet,The landmark change places Bitcoin and other cryptocurrencies under immense pressure to follow suit.,https://theconversation.com/the-most-important-cryptocurrency-event-in-years-is-about-to-begin-and-the-biggest-windfall-goes-to-the-planet-189630,https://images.theconversation.com/files/482452/original/file-20220902-18-jpygje.jpg?ixlib=rb-1.1.0&rect=23%2C716%2C5114%2C2557&q=45&auto=format&w=1356&h=668&fit=crop,2022-09-05T04:36:26Z,"Dave Hunt/AAP
Amid the continuous noise about cryptocurrencies, it’s often hard to pick out what really matters. However this month, if all goes to plan, the energy-hungry digital sector will underg… [+6316 chars]",ok,326,,The Conversation Africa
96,Reuters,Inside Tesla's drive to keep Musk's battery promise,"The bad news is that it's only halfway there, according to 12 experts close to Tesla or familiar with its new technology. That's because the dry-coating technique used to produce the bigger cells in Tesla's 4680 battery is so new and unproven the company is h…",https://economictimes.indiatimes.com/industry/renewables/inside-teslas-drive-to-keep-musks-battery-promise/articleshow/94018936.cms,"https://img.etimg.com/thumb/msid-94019065,width-1070,height-580,imgsize-133398,overlay-economictimes/photo.jpg",2022-09-06T05:12:25Z,"The secret behind Elon Musk's goal of selling 20 million Tesla's a year by 2030 lies in its pioneering battery technology.
The good news is that by using bigger cells and a new process to dry-coat e… [+7641 chars]",ok,326,the-times-of-india,The Times of India
97,U.Today,PwC Account Hacked to Promote XRP Scam,This is yet another verified Twitter account that has been hacked in order to promote a blatantly obvious XRP scam,https://u.today/pwc-account-hacked-to-promote-xrp-scam,https://u.today/sites/default/files/styles/twitter/public/2022-09/23047.jpg,2022-09-04T08:50:14Z,"The official Twitter account of PricewaterhouseCoopers (PwC) Venezuela has been hacked in order to promote an XRP scam.
Image by @PwC_Venezuela
It is advertising a big event with Ripple CEO Brad Ga… [+1402 chars]",ok,326,,U.Today
98,Liam Tung,Artemis launch plan: Here are NASA's next steps,"NASA expects it will take ""several weeks"" to fix technical issues behind the hydrogen leak in its Space Launch System's core stage fuel tanks.",https://www.zdnet.com/article/artemis-launch-plan-here-are-nasas-next-steps/,https://www.zdnet.com/a/img/resize/b5a7a5e029beba1eb0dc25138e291a4a45bf7b5e/2022/07/20/c629f961-92f9-4934-9e36-4575d404c28f/60-anniversary-moon-photo.jpg?auto=webp&fit=crop&height=675&width=1200,2022-09-06T12:00:08Z,""" image-credit=""Image: NASA/Cory Huston"" image-alt-text=""Kennedy Space Center"" image-filename=""60-anniversary-moon-photo.jpg"" image-date-created=""2022/07/20"" image-width=""1041"" image-height=""661"" ima… [+102788 chars]",ok,326,,ZDNet
99,,"United States Electric Vehicle Fluids Market Outlook & Forecast Report 2022-2027 Featuring Key Vendors - Exxon Mobil, Valvoline, & GS Caltex - ResearchAndMarkets.com","DUBLIN--(BUSINESS WIRE)--The ""U.S. Electric Vehicle Fluids Market - Industry Outlook & Forecast 2022-2027"" report has been added to ResearchAndMarkets.com's offering. The U.S. electric vehicle fluids market is expected to grow at a CAGR of 24.58% during 2022-…",https://www.businesswire.com/news/home/20220906005658/en/United-States-Electric-Vehicle-Fluids-Market-Outlook-Forecast-Report-2022-2027-Featuring-Key-Vendors---Exxon-Mobil-Valvoline-GS-Caltex---ResearchAndMarkets.com,https://mms.businesswire.com/media/20220906005658/en/1562001/23/logo.jpg,2022-09-06T12:11:43Z,"DUBLIN--(BUSINESS WIRE)--The ""U.S. Electric Vehicle Fluids Market - Industry Outlook &amp; Forecast 2022-2027"" report has been added to ResearchAndMarkets.com's offering.
The U.S. electric vehicle f… [+10192 chars]",ok,326,,Business Wire
